Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cAGR	labels	personality_description	sent	sentence1	sentence2
284	02_e13_c01(1) 	[['Chandler Bing', ' Oh uh, o, OK.']]	Monica Geller	First, the emotion of others is neutral, 	; 	Others :  Oh uh, o, OK., ; 	Others :  Oh uh, o, OK., ; First, the emotion of others is neutral, 	False	0	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh uh, o, OK., ; 	Others :  Oh uh, o, OK., ; First, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
285	04_e14_c03(0) 	"[['Monica', "" (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!""], ['Woman', ' Hello! (Monica screams)'], ['Rachel', "" I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?""]]"	Emily	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	; 	Others :  (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!, Others :  Hello! (Monica screams), Others :  I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?, ; 	Others :  (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!, Others :  Hello! (Monica screams), Others :  I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	True	1	Emily is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!, Others :  Hello! (Monica screams), Others :  I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?, ; 	Others :  (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!, Others :  Hello! (Monica screams), Others :  I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	Emily is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
286	02_e18_c12(0) 	[['Chandler Bing', ' Because he thinks I slept with his ex-girlfriend and killed his fish.'], ['Phoebe Buffay', ' Why would you kill his fish?']]	Monica Geller	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, ; 	Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, ; 	Others :  Because he thinks I slept with his ex-girlfriend and killed his fish., Others :  Why would you kill his fish?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
287	03_e11_c12(0) 	"[['Chandler', ' This teramisu is, is excellent. Did you make it Mary-Angela?'], [""Joey's Grandmother"", ' No! I did!'], ['Chandler', "" Well, it's, it's yummy. So Mary-Angela do you like it?""], [""Joey's Grandmother"", "" Of course! It's her favorite.""], ['Chandler', "" So um, Mary-Angela, what's your second favorite?""], [""Joey's Grandmother"", "" More of Grandma's teramisu.""], ['Chandler', "" Would you just please....give me the receipt 'cause this is great. It's top notch.""], [""Joey's Grandmother"", ' That dies with me.']]"	Chandler	The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	 This teramisu is, is excellent. Did you make it Mary-Angela?,  Well, it's, it's yummy. So Mary-Angela do you like it?,  So um, Mary-Angela, what's your second favorite?,  Would you just please....give me the receipt 'cause this is great. It's top notch., ; 	Speaker :  This teramisu is, is excellent. Did you make it Mary-Angela?, Others :  No! I did!, Speaker :  Well, it's, it's yummy. So Mary-Angela do you like it?, Others :  Of course! It's her favorite., Speaker :  So um, Mary-Angela, what's your second favorite?, Others :  More of Grandma's teramisu., Speaker :  Would you just please....give me the receipt 'cause this is great. It's top notch., Others :  That dies with me., ; 	Speaker :  This teramisu is, is excellent. Did you make it Mary-Angela?, Others :  No! I did!, Speaker :  Well, it's, it's yummy. So Mary-Angela do you like it?, Others :  Of course! It's her favorite., Speaker :  So um, Mary-Angela, what's your second favorite?, Others :  More of Grandma's teramisu., Speaker :  Would you just please....give me the receipt 'cause this is great. It's top notch., Others :  That dies with me., ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	True	1	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  This teramisu is, is excellent. Did you make it Mary-Angela?, Others :  No! I did!, Speaker :  Well, it's, it's yummy. So Mary-Angela do you like it?, Others :  Of course! It's her favorite., Speaker :  So um, Mary-Angela, what's your second favorite?, Others :  More of Grandma's teramisu., Speaker :  Would you just please....give me the receipt 'cause this is great. It's top notch., Others :  That dies with me., ; 	Speaker :  This teramisu is, is excellent. Did you make it Mary-Angela?, Others :  No! I did!, Speaker :  Well, it's, it's yummy. So Mary-Angela do you like it?, Others :  Of course! It's her favorite., Speaker :  So um, Mary-Angela, what's your second favorite?, Others :  More of Grandma's teramisu., Speaker :  Would you just please....give me the receipt 'cause this is great. It's top notch., Others :  That dies with me., ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
288	02_e09_c01(1) 	[['Chandler Bing', ' Phoebs, let me ask you something, were, were these, uh, funny brownies?']]	Joey Tribbiani	First, the emotion of others is neutral, 	; 	Others :  Phoebs, let me ask you something, were, were these, uh, funny brownies?, ; 	Others :  Phoebs, let me ask you something, were, were these, uh, funny brownies?, ; First, the emotion of others is neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Phoebs, let me ask you something, were, were these, uh, funny brownies?, ; 	Others :  Phoebs, let me ask you something, were, were these, uh, funny brownies?, ; First, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
289	01_e18_c07(2) 	"[['Rachel Green', ' Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante.'], ['Joey Tribbiani', "" Look, Rachel, we don't have to do this.""], ['Rachel Green', ' Yes, we do. (pause)'], ['Monica Geller', ' Alright, check.'], ['Joey Tribbiani', ' Check.']]"	Ross Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, 	; 	Others :  Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante., Others :  Look, Rachel, we don't have to do this., Others :  Yes, we do. (pause), Others :  Alright, check., Others :  Check., ; 	Others :  Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante., Others :  Look, Rachel, we don't have to do this., Others :  Yes, we do. (pause), Others :  Alright, check., Others :  Check., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante., Others :  Look, Rachel, we don't have to do this., Others :  Yes, we do. (pause), Others :  Alright, check., Others :  Check., ; 	Others :  Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante., Others :  Look, Rachel, we don't have to do this., Others :  Yes, we do. (pause), Others :  Alright, check., Others :  Check., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
290	04_e19_c07(0) 	"[['Rachel', ' Yeah! Can you believe that something that stupid actually got us our apartment back?'], ['Phoebe', "" That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all.""], ['Monica', "" Yeah, let-let-let's pretend that's not true.""], ['Rachel', ' Yeah.']]"	Ross	First, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Yeah! Can you believe that something that stupid actually got us our apartment back?, Others :  That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all., Others :  Yeah, let-let-let's pretend that's not true., Others :  Yeah., ; 	Others :  Yeah! Can you believe that something that stupid actually got us our apartment back?, Others :  That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all., Others :  Yeah, let-let-let's pretend that's not true., Others :  Yeah., ; First, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Yeah! Can you believe that something that stupid actually got us our apartment back?, Others :  That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all., Others :  Yeah, let-let-let's pretend that's not true., Others :  Yeah., ; 	Others :  Yeah! Can you believe that something that stupid actually got us our apartment back?, Others :  That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all., Others :  Yeah, let-let-let's pretend that's not true., Others :  Yeah., ; First, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
291	02_e08_c06(0) 	"[['Ross Geller', "" I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare.""], ['Chandler Bing', "" Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight.""], ['Joey Tribbiani', "" Hey, here's a thought, Ross. [reaches for the computer]""]]"	Joey Tribbiani	First, the emotion of others is anger, the emotion of others is neutral, Joey respond with neutral, 	 Hey, here's a thought, Ross. [reaches for the computer], ; 	Others :  I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare., Others :  Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight., Speaker :  Hey, here's a thought, Ross. [reaches for the computer], ; 	Others :  I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare., Others :  Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight., Speaker :  Hey, here's a thought, Ross. [reaches for the computer], ; First, the emotion of others is anger, the emotion of others is neutral, Joey respond with neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare., Others :  Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight., Speaker :  Hey, here's a thought, Ross. [reaches for the computer], ; 	Others :  I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare., Others :  Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight., Speaker :  Hey, here's a thought, Ross. [reaches for the computer], ; First, the emotion of others is anger, the emotion of others is neutral, Joey respond with neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
292	02_e10_c09(0) 	[['Russ', ' Hi.']]	Russ	The emotion of Russ is initially neutral, 	 Hi., ; 	Speaker :  Hi., ; 	Speaker :  Hi., ; The emotion of Russ is initially neutral, 	True	1	Russ is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Hi., ; 	Speaker :  Hi., ; The emotion of Russ is initially neutral, 	Russ is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
293	01_e23_c08(0) 	[['Ross Geller', ' Please. This is so your fault.']]	Susan Bunch	First, the emotion of others is neutral, 	; 	Others :  Please. This is so your fault., ; 	Others :  Please. This is so your fault., ; First, the emotion of others is neutral, 	True	1	Susan is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Please. This is so your fault., ; 	Others :  Please. This is so your fault., ; First, the emotion of others is neutral, 	Susan is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
294	01_e23_c20(0) 	"[['Ross Geller', "" (thinking) How 'bout Ben?""], ['Susan Bunch', ' I like Ben.']]"	Monica Geller	First, the emotion of others is joy, the emotion of others is neutral, 	; 	Others :  (thinking) How 'bout Ben?, Others :  I like Ben., ; 	Others :  (thinking) How 'bout Ben?, Others :  I like Ben., ; First, the emotion of others is joy, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (thinking) How 'bout Ben?, Others :  I like Ben., ; 	Others :  (thinking) How 'bout Ben?, Others :  I like Ben., ; First, the emotion of others is joy, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
295	01_e13_c02(0) 	"[['Phoebe Buffay', "" Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.""]]"	Roger	First, the emotion of others is anger, 	; 	Others :  Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower., ; 	Others :  Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower., ; First, the emotion of others is anger, 	False	0	Roger is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower., ; 	Others :  Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower., ; First, the emotion of others is anger, 	Roger is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
296	03_e05_c07(0) 	"[['Ross', "" Okay, I've got three of my five.""], ['Rachel', ' Three of your five, what?']]"	Chandler	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Okay, I've got three of my five., Others :  Three of your five, what?, ; 	Others :  Okay, I've got three of my five., Others :  Three of your five, what?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Okay, I've got three of my five., Others :  Three of your five, what?, ; 	Others :  Okay, I've got three of my five., Others :  Three of your five, what?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
297	01_e10_c01(0) 	"[['Ross Geller', "" Guys? There's a somebody I'd like you to meet.""], ['All', ' Oooh!']]"	Ross Geller	The emotion of Ross is initially neutral, the emotion of others is joy, 	 Guys? There's a somebody I'd like you to meet., ; 	Speaker :  Guys? There's a somebody I'd like you to meet., Others :  Oooh!, ; 	Speaker :  Guys? There's a somebody I'd like you to meet., Others :  Oooh!, ; The emotion of Ross is initially neutral, the emotion of others is joy, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Guys? There's a somebody I'd like you to meet., Others :  Oooh!, ; 	Speaker :  Guys? There's a somebody I'd like you to meet., Others :  Oooh!, ; The emotion of Ross is initially neutral, the emotion of others is joy, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
298	04_e04_c14(0) 	"[['Monica', "" So you didn't leave the bank?""], ['Ross', ' No! And somehow, we ended up with a joint checking account.']]"	Rachel	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  So you didn't leave the bank?, Others :  No! And somehow, we ended up with a joint checking account., ; 	Others :  So you didn't leave the bank?, Others :  No! And somehow, we ended up with a joint checking account., ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  So you didn't leave the bank?, Others :  No! And somehow, we ended up with a joint checking account., ; 	Others :  So you didn't leave the bank?, Others :  No! And somehow, we ended up with a joint checking account., ; First, the emotion of others is neutral, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
299	04_e24_c08(1) 	[['Monica', ' Well, thanks, we like him.']]	Chandler	First, the emotion of others is neutral, 	; 	Others :  Well, thanks, we like him., ; 	Others :  Well, thanks, we like him., ; First, the emotion of others is neutral, 	True	1	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Well, thanks, we like him., ; 	Others :  Well, thanks, we like him., ; First, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
300	03_e16_c11(0) 	[['Ross', ' (entering out of breath) Jasmine?'], ['Jasmine', ' Uh-huh.']]	Ross	The emotion of Ross is initially neutral, the emotion of others is neutral, 	 (entering out of breath) Jasmine?, ; 	Speaker :  (entering out of breath) Jasmine?, Others :  Uh-huh., ; 	Speaker :  (entering out of breath) Jasmine?, Others :  Uh-huh., ; The emotion of Ross is initially neutral, the emotion of others is neutral, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  (entering out of breath) Jasmine?, Others :  Uh-huh., ; 	Speaker :  (entering out of breath) Jasmine?, Others :  Uh-huh., ; The emotion of Ross is initially neutral, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
301	03_e05_c12(0) 	"[['Frank', "" Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!""], ['Phoebe', "" Hey!-Hey! What's going on?""], ['Frank', ' She broke my arm.'], ['Girl', ' He touched my fanny.'], ['Frank', ' No, she touched mine first!'], ['Girl', "" That's my job!""], ['Frank', "" So wait, what's the deal here, I can have sex with you, but I can't touch you?""], ['Phoebe, Girl', ' Ewww!!!']]"	Frank	The emotion of Frank is initially neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, 	 Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!,  She broke my arm.,  No, she touched mine first!,  So wait, what's the deal here, I can have sex with you, but I can't touch you?, ; 	Speaker :  Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!, Others :  Hey!-Hey! What's going on?, Speaker :  She broke my arm., Others :  He touched my fanny., Speaker :  No, she touched mine first!, Others :  That's my job!, Speaker :  So wait, what's the deal here, I can have sex with you, but I can't touch you?, Others :  Ewww!!!, ; 	Speaker :  Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!, Others :  Hey!-Hey! What's going on?, Speaker :  She broke my arm., Others :  He touched my fanny., Speaker :  No, she touched mine first!, Others :  That's my job!, Speaker :  So wait, what's the deal here, I can have sex with you, but I can't touch you?, Others :  Ewww!!!, ; The emotion of Frank is initially neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, 	False	0	Frank is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!, Others :  Hey!-Hey! What's going on?, Speaker :  She broke my arm., Others :  He touched my fanny., Speaker :  No, she touched mine first!, Others :  That's my job!, Speaker :  So wait, what's the deal here, I can have sex with you, but I can't touch you?, Others :  Ewww!!!, ; 	Speaker :  Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!, Others :  Hey!-Hey! What's going on?, Speaker :  She broke my arm., Others :  He touched my fanny., Speaker :  No, she touched mine first!, Others :  That's my job!, Speaker :  So wait, what's the deal here, I can have sex with you, but I can't touch you?, Others :  Ewww!!!, ; The emotion of Frank is initially neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, Frank respond with neutral, the emotion of others is neutral, 	Frank is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
302	01_e24_c04(0) 	[['Ross Geller', ' (something in Chinese)'], ['Flight Attendant', ' Alright!'], ['Ross Geller', ' Ni-chou chi-ma! (walks onto jetway)']]	Flight Attendant	First, the emotion of others is neutral, Flight respond with neutral, the emotion of others is neutral, 	 Alright!, ; 	Others :  (something in Chinese), Speaker :  Alright!, Others :  Ni-chou chi-ma! (walks onto jetway), ; 	Others :  (something in Chinese), Speaker :  Alright!, Others :  Ni-chou chi-ma! (walks onto jetway), ; First, the emotion of others is neutral, Flight respond with neutral, the emotion of others is neutral, 	False	0	Flight is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (something in Chinese), Speaker :  Alright!, Others :  Ni-chou chi-ma! (walks onto jetway), ; 	Others :  (something in Chinese), Speaker :  Alright!, Others :  Ni-chou chi-ma! (walks onto jetway), ; First, the emotion of others is neutral, Flight respond with neutral, the emotion of others is neutral, 	Flight is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
303	04_e24_c13(0) 	[['Joey', ' Hello?'], ['Phoebe', ' (Angrily.) Hey, were the hell have you been?!']]	Phoebe	First, the emotion of others is neutral, Phoebe respond with joy, 	 (Angrily.) Hey, were the hell have you been?!, ; 	Others :  Hello?, Speaker :  (Angrily.) Hey, were the hell have you been?!, ; 	Others :  Hello?, Speaker :  (Angrily.) Hey, were the hell have you been?!, ; First, the emotion of others is neutral, Phoebe respond with joy, 	True	1	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hello?, Speaker :  (Angrily.) Hey, were the hell have you been?!, ; 	Others :  Hello?, Speaker :  (Angrily.) Hey, were the hell have you been?!, ; First, the emotion of others is neutral, Phoebe respond with joy, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
304	02_e19_c13(0) 	"[['Rachel Green', ' Here are your cakes.'], ['Monica Geller', "" We didn't order cake.""], ['Rachel Green', "" No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other.""], ['Monica Geller', "" You're right.""]]"	Monica Geller	First, the emotion of others is joy, Monica respond with joy, the emotion of others is neutral, Monica respond with neutral, 	 We didn't order cake.,  You're right., ; 	Others :  Here are your cakes., Speaker :  We didn't order cake., Others :  No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other., Speaker :  You're right., ; 	Others :  Here are your cakes., Speaker :  We didn't order cake., Others :  No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other., Speaker :  You're right., ; First, the emotion of others is joy, Monica respond with joy, the emotion of others is neutral, Monica respond with neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Here are your cakes., Speaker :  We didn't order cake., Others :  No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other., Speaker :  You're right., ; 	Others :  Here are your cakes., Speaker :  We didn't order cake., Others :  No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other., Speaker :  You're right., ; First, the emotion of others is joy, Monica respond with joy, the emotion of others is neutral, Monica respond with neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
305	01_e11_c01(0) 	"[['Phoebe Buffay', "" Do you think they have yesterday's daily news?""], ['Monica Geller', ' Why?'], ['Phoebe Buffay', ' Just wanna check my horoscope, see if it was right.']]"	Monica Geller	First, the emotion of others is neutral, Monica respond with anger, the emotion of others is neutral, 	 Why?, ; 	Others :  Do you think they have yesterday's daily news?, Speaker :  Why?, Others :  Just wanna check my horoscope, see if it was right., ; 	Others :  Do you think they have yesterday's daily news?, Speaker :  Why?, Others :  Just wanna check my horoscope, see if it was right., ; First, the emotion of others is neutral, Monica respond with anger, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Do you think they have yesterday's daily news?, Speaker :  Why?, Others :  Just wanna check my horoscope, see if it was right., ; 	Others :  Do you think they have yesterday's daily news?, Speaker :  Why?, Others :  Just wanna check my horoscope, see if it was right., ; First, the emotion of others is neutral, Monica respond with anger, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
306	04_e05_c08(0) 	"[['Monica', "" Oh come on! You're making it sound worse than it actually was.""], ['Ross', ' Her date tipped me ten dollars. (Monica laughs)'], ['Ross', ' Pheebs, what are you doing?']]"	Phoebe	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Oh come on! You're making it sound worse than it actually was., Others :  Her date tipped me ten dollars. (Monica laughs), Others :  Pheebs, what are you doing?, ; 	Others :  Oh come on! You're making it sound worse than it actually was., Others :  Her date tipped me ten dollars. (Monica laughs), Others :  Pheebs, what are you doing?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh come on! You're making it sound worse than it actually was., Others :  Her date tipped me ten dollars. (Monica laughs), Others :  Pheebs, what are you doing?, ; 	Others :  Oh come on! You're making it sound worse than it actually was., Others :  Her date tipped me ten dollars. (Monica laughs), Others :  Pheebs, what are you doing?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
